0,#,Account,Peer followers
88,88.,"Wesley Buckwalter@wesbucPhilosophy prof @GeorgeMasonU + public policy @institute3p. Host of journalentries.fireside.fm.Washington, DCwesleybuckwalter.orgGoogle Scholar page12 years on TwitterRecent tweets: 14% new, 63% replies, 17% retweets, 6% quotesOn 46 user lists2,569 followers",348
89,89.,"flo 🌷🐝@morallawwithinphilosophy phd student at harvard // kantian // meat is murdershe/her5 years on TwitterRecent tweets: 31% new, 47% replies, 17% retweets, 6% quotesOn 114 user lists16,492 followers",346
90,90.,"Dr. Myisha Cherry 🏳️‍🌈@myishacherryPhilosopher  of Emotion @UCR| Bks:Moral Psych of Anger;UnMuted; The Case For Rage; Failures of Forgiveness'23| Host @unmutepodcast| Contribute @theNewPhilSouthern CAmyishacherry.org14 years on TwitterRecent tweets: 9% new, 49% replies, 21% retweets, 20% quotesOn 107 user lists5,499 followers",345
91,91.,"Clare Moriarty@quiteclareDr: early modern phil of maths. Writing about maths fights, Berkeley, Maclaurin etc... IRC postdoc @TCD phil 🏊‍♀️🇮🇪🐑🌱 -she-Dublin via London via Dublin5 years on TwitterRecent tweets: 13% new, 65% replies, 14% retweets, 8% quotesOn 52 user lists3,388 followers",345
92,92.,"Tomy Ames@tomyamesPhilosophizing  @WUSTL Philosophy-Neuroscience-Psychology, especially on memory, perception, and delusions. I wear the same shirt every day.St Louis, MOtomyames.com12 years on TwitterRecent tweets: 23% new, 66% replies, 2% retweets, 9% quotesOn 44 user lists1,861 followers",345
93,93.,"Jonathan Weisberg@jweisberphilosophy prof @UofT tweeting in an uncomfortably personal capacity (he/him)jonathanweisberg.orgGoogle Scholar page5 years on TwitterRecent tweets: 12% new, 68% replies, 15% retweets, 5% quotesOn 57 user lists5,787 followers",343
94,94.,"𝔎𝔢𝔦𝔱𝔥 𝔚𝔦𝔩𝔰𝔬𝔫 🆚 🦠@keith_wilsonPhilosopher  of mind & perception (aka @drkeithwilson). Former programmer & sound engineer. Father of #littlehuman. #CovidIsNotOver #WearAMask he/they 🏳️‍🌈🇺🇦Tübingen, Deutschlandkeithwilson.netGoogle Scholar page13 years on TwitterRecent tweets: 14% new, 43% replies, 34% retweets, 8% quotesOn 290 user lists5,367 followers",342
95,95.,"Dr Jim Walsh 🇪🇺🇺🇳@Dr_Jim1CEO @Conwayhall Ethical Society. The greatest hope for humanity = compassion for strangers. Pre-order Ethics Starts With You - bit.ly/EthicsStartsWi…London, Englandanethicalthirst.co.uk10 years on TwitterRecent tweets: 6% new, 0% replies, 94% retweets, 0% quotesOn 342 user lists38,261 followers (follows 0.88 accounts per follower)",340
96,96.,"Digressionsnimpress.@nescio13A  philosopher employed in a political science department as a political theorist. Also known as the Ghent Zeppelin. I use twitter primarily to share my blog,Utopiadigressionsnimpressions.typepad.com/digressionsimp…Google Scholar page7 years on TwitterRecent tweets: 12% new, 68% replies, 11% retweets, 9% quotesOn 73 user lists4,981 followers",340
97,97.,"Stathis Psillos@StathisPsillosProfessor  of Philosophy of Science & Metaphysics, University of Athens, Greece. I tweet about philosophy, and occasionally politicsAthens Greecephs.uoa.gr/psillosGoogle Scholar page7 years on TwitterRecent tweets: 32% new, 43% replies, 16% retweets, 10% quotesOn 114 user lists5,547 followers",339
98,98.,"Alexander Guerrero@Alex_A_GuerreroPhilosopher at Rutgers University. Ask me about lottocracy!New Brunswick, NJalexguerrero.org8 years on TwitterRecent tweets: 4% new, 88% replies, 3% retweets, 4% quotesOn 43 user lists3,113 followers",339
99,99.,"“Boiling Heart’s Blood” Cassie@Angry_CassieThinkin’  about pubs, Aristotle, tech, & virtue education. Philosophy PhD Candidate. Director of @theiowalyceum. @CogtweetoSeries with @philoso_foster (she/her)Iowa City, IAsites.google.com/view/cassiefin…3 years on TwitterRecent tweets: 14% new, 63% replies, 17% retweets, 7% quotesOn 73 user lists6,741 followers",338
100,100.,"Fiona Macpherson@ProfMacphersonPhilosopher  of Mind and Perception, Professor @UofG, Director of @UofGCSPE, President @BritishPhiloso1, Member of @ahrcpress & @acad_euro, Fellow of @news_RSEgla.ac.uk/schools/humani…8 years on TwitterRecent tweets: 20% new, 31% replies, 43% retweets, 8% quotesOn 85 user lists4,526 followers",337
101,101.,"Carolyn Dicey Jennings@diceyjenningsphilosopher  who hangs with scientists; obsessed with 📣attention📣; improving academic philosophy is the side hustle (with alt @APDAtweets); she/herMerced, Californiafaculty.ucmerced.edu/cjennings3/Google Scholar page2 years on TwitterRecent tweets: 12% new, 57% replies, 22% retweets, 8% quotesOn 44 user lists2,119 followers",337
102,102.,"William MacAskill@willmacaskillAssoc  Prof of Philosophy, Global Priorities Institute, Oxford U. Author of Doing Good Better & Moral Uncertainty; advocate of effective altruism & longtermism.Oxfordwilliammacaskill.comGoogle Scholar page10 years on TwitterRecent tweets: 42% new, 26% replies, 27% retweets, 6% quotesOn 600 user lists30,810 followers",336
103,103.,"John@ErrorTheoristphilosophy PhD student8 years on Twitter until last tweet (2021-Feb-02)Recent tweets: 42% new, 41% replies, 13% retweets, 3% quotesOn 130 user lists8,659 followers",336
104,104.,"Erik Angner@ErikAngnerPhilosophy,  Politics and Economics. Professor of Practical Philosophy @Stockholm_Uni. Statements of affect, cognition and volition my own. Agent: J.P. MarshallStockholm, Swedenerikangner.comGoogle Scholar page10 years on TwitterRecent tweets: 8% new, 73% replies, 10% retweets, 8% quotesOn 232 user lists7,940 followers",336
105,105.,"Alex Bryant@alexbryant_PhD student in Philosophy at @ubcphilosophy mypronouns.org/he-himalexbryant.ca1 year on TwitterRecent tweets: 13% new, 79% replies, 3% retweets, 4% quotesOn 24 user lists3,222 followers",336
106,106.,"jender pope@philoso_fosterphilosophy  phd student. co-founder and organizer of @CogtweetoSeries with @Angry_Cassie. cat mom to Eddy, Eliot, and Rho (“the boyos”). she/her. 💖💜💙WVU➡️USCfosterphilosophy.com10 years on TwitterRecent tweets: 15% new, 53% replies, 21% retweets, 12% quotesOn 97 user lists14,000 followers",334
107,107.,"Lynn Chiu@drlynnchiu#Philbio-er staying with the trouble。#Scicomm with a #philsci flair。 Niche-constructing. Gut-minding. Multispecies raving. Mendeling around UniVie @PhilScicommViennalynn-chiu.comGoogle Scholar page6 years on TwitterRecent tweets: 10% new, 49% replies, 35% retweets, 6% quotesOn 70 user lists4,572 followers",333
108,108.,"Sarah Fine@DrSJFineNow @CambridgePhilos. Fellow @CorpusCambridge.tinyurl.com/y5w8jmns5 years on TwitterRecent tweets: 16% new, 26% replies, 51% retweets, 6% quotesOn 83 user lists6,095 followers",332
109,109.,"Jonathan Birch@birchlseAssociate  Professor, LSE. Philosophy of science, evolution of altruism, animal consciousness. PI, Foundations of Animal Sentience project.London, UKphilpeople.org/profiles/jonat…Google Scholar page2 years on TwitterRecent tweets: 22% new, 35% replies, 39% retweets, 4% quotesOn 102 user lists7,277 followers",328
110,110.,"Justin Tiehen@jttiehenProfessor, Philosophy of Mind, Philosophy of Science, University of Puget Sound. Nebraskan. philpeople.org/profiles/justi…Tacoma, WA10 years on TwitterRecent tweets: 3% new, 73% replies, 10% retweets, 14% quotesOn 87 user lists3,498 followers",328
111,111.,"Martin O'Neill@martin_oneilldad  of four; professor of political philosophy @UoYPhilosophy @UniOfYork; board member @DemocracyCollab; thinking about how to create a more just societyYork, UKbit.ly/oneillwritingGoogle Scholar page12 years on TwitterRecent tweets: 6% new, 9% replies, 76% retweets, 9% quotesOn 159 user lists10,960 followers (follows 0.74 accounts per follower)",326
112,112.,"rose (🪸=🍄=🌱)@yellow_dusk'She's the rose of no-man's laaaand,' sings Albert Krypton, coaxing.Seattle, WArosenovick.comGoogle Scholar page11 years on TwitterRecent tweets: 8% new, 72% replies, 17% retweets, 2% quotesOn 109 user lists9,794 followers",326
113,113.,"Luciano Floridi@FloridiPhilosopher (Oxford/Bologna), digital ethics, AI ethics, philosophy of information, philosophy of technology, tinyurl.com/ywku22yrOxford - Bolognaphilosophyofinformation.netGoogle Scholar pageVideo channel12 years on TwitterRecent tweets: 28% new, 13% replies, 58% retweets, 1% quotesOn 1,111 user lists38,686 followers",324
114,114.,"Sabina Leonelli@SabinaLeonelliempirical philosopher of science | co-director Egenis Centre | editor @HPLSjournal | PI opensciencestudies.eu @StudiesOpen datastudies.eu | 💚most forms of lifeExeter, UKsocialsciences.exeter.ac.uk/sociology/rese…Google Scholar page9 years on TwitterRecent tweets: 12% new, 53% replies, 13% retweets, 22% quotesOn 176 user lists7,449 followers",324
115,115.,"Ned Block@De_dictoNew Yorknyu.edu/gsas/dept/phil…Google Scholar page12 years on TwitterRecent tweets: 10% new, 57% replies, 34% retweets, 0% quotesOn 111 user lists4,991 followers",322
116,116.,"David Bather Woods@dbatherwoodsFriendly neighbourhood Schopenhauerian • part time Proustian • assistant professor @PhilosWarwick (he/him)warwick.ac.uk/fac/soc/philos…Google Scholar page2 years on TwitterRecent tweets: 6% new, 38% replies, 54% retweets, 2% quotesOn 54 user lists4,361 followers",322
117,117.,"Eric Winsberg@ewinsbergAuthor of *Philosophy and Climate Science* and *Science in the Age of Computer Simulation*. Film: youtu.be/_cgCTK17icsTampa, FLWinsberg.netGoogle Scholar page12 years on TwitterRecent tweets: 2% new, 82% replies, 10% retweets, 6% quotesOn 57 user lists3,278 followers",322
118,118.,"Fabienne Peter@annefabpeterPhilosophy  professor, @philoswarwick. Author of Democratic Legitimacy. Research: political legitimacy, moral action, moral and political epistemology. She/they.warwick.ac.uk/fac/soc/philos…Google Scholar page2 years on TwitterRecent tweets: 12% new, 21% replies, 59% retweets, 8% quotesOn 35 user lists2,350 followers",322
119,119.,"Branden Fitelson@fitelsonPhilosopher @ NortheasternBoston, MAGoogle Scholar page12 years on TwitterRecent tweets: 14% new, 20% replies, 65% retweets, 1% quotesOn 93 user lists3,378 followers",320
120,120.,"Richard Pettigrew@Wiglet1981Philosopher  | Accuracy & Laws of Credence | Who Are Universities For? | Choosing for Changing Selves | Epistemic Risks & Demands of Rationality 🏳️‍🌈 he/himBristol, Englandrichardpettigrew.comGoogle Scholar page2 years on TwitterRecent tweets: 4% new, 32% replies, 62% retweets, 2% quotesOn 30 user lists2,390 followers",320
121,121.,"Christopher Woodard@UtiliwoodEthics and political philosophy, @nottsphilosophy. Taking Utilitarianism Seriously OUP 2019 tinyurl.com/y3h42kad Tweets in private capacity.Nottingham and Oxfordchristopherwoodard.org10 years on TwitterRecent tweets: 7% new, 45% replies, 47% retweets, 2% quotesOn 50 user lists2,637 followers",319
122,122.,"Daisy Dixon@daisyldixon◼️Philosopher  of art | ethical curation, dangerous art | Postdoc Research Fellow @Peterhouse_cam @Cambridge_Uni | painter, sound artist | ig:daisylouisedixon◼️Cambridge, UKpet.cam.ac.uk/people/dr-dais…9 years on TwitterRecent tweets: 26% new, 65% replies, 6% retweets, 3% quotesOn 51 user lists11,809 followers",318
123,123.,"John Tasioulas@JTasioulasDirector @EthicsInAI. Professor of Ethics and Legal Philosophy @UniofOxford. Senior Research Fellow @BalliolOxford.Oxford, Englandphilosophy.ox.ac.uk/people/john-ta…9 years on TwitterRecent tweets: 16% new, 20% replies, 53% retweets, 12% quotesOn 448 user lists22,561 followers",316
124,124.,"GrumpyPhilosopher@SteveCookePolitical  philosophy, animal rights, environmental ethics, & the occasional bit of art. Liberal. Cosmopolitan. Tweeting in a personal capacity.instagram.com/sootspriteprin…Google Scholar page14 years on TwitterRecent tweets: 16% new, 45% replies, 31% retweets, 8% quotesOn 131 user lists4,833 followers",316
125,125.,"A.G. Holdier@agholdierA giant bag of mostly water. Also a philosophy/public policy multi-classed PhD student • he/him • 🖖☮︎🙊Fayetteville, ARagholdier.comGoogle Scholar page12 years on TwitterRecent tweets: 12% new, 75% replies, 7% retweets, 6% quotesOn 31 user lists3,393 followers",316
126,126.,"Ole Hjortland@olehjortlandProfessor  of philosophy & Vice-dean of research, University of Bergen @UiB, @UiB_philosophy, Norway. Writes about logic and argumentation. Also: @logikksjekkBergenGoogle Scholar page14 years on TwitterRecent tweets: 18% new, 31% replies, 45% retweets, 6% quotesOn 130 user lists3,441 followers",315
127,127.,"Craig French@craigafrenchPhilosopher  of mind & psychology @UniofNottingham Research in philosophy of perception. Also interested in philosophy of mental health.craigafrench.github.io8 years on TwitterRecent tweets: 11% new, 40% replies, 43% retweets, 6% quotesOn 85 user lists3,160 followers",315
128,128.,"Farbod Akhlaghi@FarbodAkhlaghiGJunior  Research Fellow in Philosophy, @christs_college, Cambridge. Studied at Oxford, Cambridge, St Andrews, & Reading. Metaphysics & Moral Philosophy.Cambridge, Englandfarbodakhlaghi-g.weebly.com7 years on TwitterRecent tweets: 12% new, 34% replies, 48% retweets, 6% quotesOn 50 user lists2,579 followers",312
129,129.,"the leader (pls follow)@js_thrillassociate  professor of philosophy ϕ very good at twitter and that tweet you are mad about was extremely funny in fact ϕ i mince garlic not words ϕ he/himBuffalo, NYunderstanding-humans.comGoogle Scholar page14 years on TwitterRecent tweets: 7% new, 60% replies, 25% retweets, 8% quotesOn 105 user lists4,915 followers",311
130,130.,"Ryan Lake@chaospetI  have a phd in philosophy, and all the wealth, power, and glamour that goes with it. Retweets are not endorsements, except for when they are.chaospet.com14 years on TwitterRecent tweets: 6% new, 75% replies, 9% retweets, 12% quotesOn 66 user lists3,181 followers",311
131,131.,"Dov Nelkin OOoooooo@drnelkAll  fire, no chill. Husband/Father. I philosoPHizeD about Ethics @ UVA, and  ever true to Brown. Been published a few places, recently @thearsonista  & @jdforward10024twitter.com/search?q=from:…14 years on TwitterRecent tweets: 26% new, 61% replies, 7% retweets, 6% quotesOn 134 user lists8,345 followers",310
132,132.,"Emily Thomas@emilytwritesPhilosopher  of time, space, travel, arcane books. Associate Prof at Durham. Author of Absolute Time (2018), The Meaning of Travel (2020). Defender of armchairs.Durham, Englandemilythomaswrites.co.uk4 years on TwitterRecent tweets: 48% new, 34% replies, 16% retweets, 2% quotesOn 84 user lists5,401 followers",310
133,133.,"John Callanan@JohnjoCallananIrish philosopher at King's College London.Noumenal Domainjohnjcallanan.com12 years on TwitterRecent tweets: 14% new, 40% replies, 39% retweets, 8% quotesOn 50 user lists2,561 followers",309
134,134.,"Joshua Shepherd@PhilosophyShepAssoc  Prof @Carleton_U, PI of @ERC_Conscious at Uni of Barcelona, @CIFAR_News Azrieli Global Scholar. Posts restricted to research, academia, NBA, dadjokes.Barcelonasites.google.com/site/shepherdp…Google Scholar page1 year on TwitterRecent tweets: 10% new, 53% replies, 29% retweets, 7% quotesOn 15 user lists1,544 followers",308
135,135.,"Scott Shapiro@scottjshapiroSouthmayd  Prof @YaleLawSch + Philosophy @Yale. Ed, @LegalTheory + Stanford Encyclopedia of Phil. @inlieuoffunshow. 'least shitty philosopher'--@seafish1982My couch docs.google.com/document/d/1oq…Google Scholar page5 years on TwitterRecent tweets: 25% new, 51% replies, 19% retweets, 5% quotesOn 554 user lists75,320 followers",307
136,136.,"Greg Restall@consequentlyPhilosopher/Logician, from Australia, now at @StAndrewsPhil. (he/him)St Andrews, Scotlandconsequently.orgGoogle Scholar page14 years on TwitterRecent tweets: 10% new, 75% replies, 9% retweets, 5% quotesOn 226 user lists6,593 followers",307
137,137.,"Dr. Samantha Brennan@SamJaneBPhilosopher, feminist, ethicist, cyclist. Dean, College of Arts, University of Guelph. My pronouns are she/her.🌈Guelph, OntarioGoogle Scholar page13 years on TwitterRecent tweets: 57% new, 19% replies, 20% retweets, 4% quotesOn 91 user lists3,737 followers",307
